human_date_time,link,sender_names_alias
Fri Jan 23 18:29:05 2009,http://mail-archives.apache.org/mod_mbox/uima-dev/200901.mbox/<497A0C50.3020302@schor.com>,mschor
Fri Jan 23 19:54:42 2009,http://mail-archives.apache.org/mod_mbox/uima-dev/200901.mbox/<497A205F.9010003@schor.com>,mschor
Mon Jan 19 16:21:36 2009,http://mail-archives.apache.org/mod_mbox/uima-user/200901.mbox/<4974A86C.8010109@schor.com>,mschor
Sat Jan 24 05:17:03 2009,http://mail-archives.apache.org/mod_mbox/uima-dev/200901.mbox/<497AA42F.3000303@schor.com>,mschor
Thu Feb  5 21:02:30 2009,http://mail-archives.apache.org/mod_mbox/uima-user/200902.mbox/<498B53C8.2020709@schor.com>,mschor
Thu Jan 22 04:07:57 2009,http://mail-archives.apache.org/mod_mbox/uima-user/200901.mbox/<4977F0F9.5090005@schor.com>,mschor
Thu Jan 22 17:51:04 2009,http://mail-archives.apache.org/mod_mbox/uima-dev/200901.mbox/<4978B131.4050101@schor.com>,mschor
Thu Jan 22 19:44:41 2009,http://mail-archives.apache.org/mod_mbox/uima-dev/200901.mbox/<4978CB81.5040501@schor.com>,mschor
Thu Jan 29 00:58:26 2009,http://mail-archives.apache.org/mod_mbox/uima-dev/200901.mbox/<4980FF11.6080705@schor.com>,mschor
Thu Jan 29 21:18:34 2009,http://mail-archives.apache.org/mod_mbox/uima-user/200901.mbox/<49821CFB.3080504@schor.com>,mschor
Tue Jan 27 14:43:48 2009,http://mail-archives.apache.org/mod_mbox/uima-dev/200901.mbox/<497F1D87.3050302@schor.com>,mschor
Tue Jan 27 16:45:13 2009,http://mail-archives.apache.org/mod_mbox/uima-dev/200901.mbox/<497F39FB.2060508@schor.com>,mschor
Tue Jan 27 20:32:53 2009,http://mail-archives.apache.org/mod_mbox/uima-dev/200901.mbox/<497F6F59.9090806@schor.com>,mschor
Wed Jan 28 15:02:53 2009,http://mail-archives.apache.org/mod_mbox/uima-dev/200901.mbox/<49807384.1060902@schor.com>,mschor
Wed Jan 28 15:18:41 2009,http://mail-archives.apache.org/mod_mbox/uima-dev/200901.mbox/<49807738.7020200@schor.com>,mschor
Wed Jan 28 23:19:05 2009,http://mail-archives.apache.org/mod_mbox/uima-dev/200901.mbox/<4980E7C6.9020006@schor.com>,mschor
