human_date_time,link,sender_names_alias
Fri May 17 07:29:59 2019,http://mail-archives.apache.org/mod_mbox/daffodil-dev/201905.mbox/<DC2092A4-DC09-4385-8645-2B0EF2ECE1F5@c-ware.de>,cdutz
Thu May  9 10:20:00 2019,http://mail-archives.apache.org/mod_mbox/daffodil-users/201905.mbox/<EC770692-13F6-45FE-B2C9-135628C5F9CA@c-ware.de>,cdutz
Thu May  9 12:13:46 2019,http://mail-archives.apache.org/mod_mbox/daffodil-users/201905.mbox/<81666111-A048-4621-BA83-D7A505F20048@c-ware.de>,cdutz
Thu May  9 13:19:32 2019,http://mail-archives.apache.org/mod_mbox/daffodil-users/201905.mbox/<53535515-C0A0-4BD8-A4E5-F09208533B8E@c-ware.de>,cdutz
Thu May  9 13:59:41 2019,http://mail-archives.apache.org/mod_mbox/daffodil-users/201905.mbox/<AAD83951-8123-4F5D-A8B5-287F3974A5FE@c-ware.de>,cdutz
Thu May  9 14:20:00 2019,http://mail-archives.apache.org/mod_mbox/daffodil-dev/201905.mbox/<C4E43CAD-3FFD-4EBC-B664-D730332D3AA5@c-ware.de>,cdutz
Thu May  9 15:28:01 2019,http://mail-archives.apache.org/mod_mbox/daffodil-users/201905.mbox/<A27A2677-4D87-47D1-89C3-6CA19BCAEF93@c-ware.de>,cdutz
Tue May  7 07:40:49 2019,http://mail-archives.apache.org/mod_mbox/daffodil-users/201905.mbox/<600F1652-F2AD-47B1-8E33-CD91CE54A835@c-ware.de>,cdutz
Tue May  7 12:58:00 2019,http://mail-archives.apache.org/mod_mbox/daffodil-users/201905.mbox/<37BF4A55-F0B6-430D-B9C6-61BD81B0719F@c-ware.de>,cdutz
Wed May  8 14:36:46 2019,http://mail-archives.apache.org/mod_mbox/daffodil-users/201905.mbox/<AB753885-309C-4E6E-9D6F-D1D82CCD2AC7@c-ware.de>,cdutz
Wed May  8 15:40:01 2019,http://mail-archives.apache.org/mod_mbox/daffodil-users/201905.mbox/<0CC52C16-902F-45BC-A34A-7FB7274113C1@c-ware.de>,cdutz
Wed May  8 19:46:18 2019,http://mail-archives.apache.org/mod_mbox/daffodil-users/201905.mbox/<631A151A-E783-4031-86C6-6F50AC976EA7@c-ware.de>,cdutz
