human_date_time,link,sender_names_alias
Fri Oct 25 12:09:06 2013,http://mail-archives.apache.org/mod_mbox/olingo-dev/201310.mbox/<FF176EC2AC5F8443B9260219629FD0DA68FB0A90@DEWDFEMB13A.global.corp.sap>,achristian
Fri Oct 25 12:11:40 2013,http://mail-archives.apache.org/mod_mbox/olingo-dev/201310.mbox/<FF176EC2AC5F8443B9260219629FD0DA68FB0AA2@DEWDFEMB13A.global.corp.sap>,achristian
Mon Oct  7 11:40:58 2013,http://mail-archives.apache.org/mod_mbox/olingo-dev/201310.mbox/<FF176EC2AC5F8443B9260219629FD0DA68FAA13C@DEWDFEMB13A.global.corp.sap>,achristian
Mon Oct 21 13:33:12 2013,http://mail-archives.apache.org/mod_mbox/olingo-dev/201310.mbox/<FF176EC2AC5F8443B9260219629FD0DA68FAF8DF@DEWDFEMB13A.global.corp.sap>,achristian
Tue Oct  8 14:49:33 2013,http://mail-archives.apache.org/mod_mbox/olingo-dev/201310.mbox/<FF176EC2AC5F8443B9260219629FD0DA68FAA468@DEWDFEMB13A.global.corp.sap>,achristian
Tue Oct 15 08:29:22 2013,http://mail-archives.apache.org/mod_mbox/olingo-dev/201310.mbox/<FF176EC2AC5F8443B9260219629FD0DA68FAE891@DEWDFEMB13A.global.corp.sap>,achristian
Tue Oct 15 10:04:43 2013,http://mail-archives.apache.org/mod_mbox/olingo-dev/201310.mbox/<FF176EC2AC5F8443B9260219629FD0DA68FAE8D3@DEWDFEMB13A.global.corp.sap>,achristian
Wed Oct  9 15:16:53 2013,http://mail-archives.apache.org/mod_mbox/olingo-dev/201310.mbox/<FF176EC2AC5F8443B9260219629FD0DA68FAA9C1@DEWDFEMB13A.global.corp.sap>,achristian
Wed Oct 16 07:59:13 2013,http://mail-archives.apache.org/mod_mbox/olingo-dev/201310.mbox/<FF176EC2AC5F8443B9260219629FD0DA68FAEB7C@DEWDFEMB13A.global.corp.sap>,achristian
Wed Oct 16 08:51:24 2013,http://mail-archives.apache.org/mod_mbox/olingo-dev/201310.mbox/<FF176EC2AC5F8443B9260219629FD0DA68FAEBC8@DEWDFEMB13A.global.corp.sap>,achristian
